S/N,University,Country,Official Website,Popular Courses / Degrees,Degree Levels,Typical IELTS,Typical SAT (Accepted),Country Flag URL,University Logo URL
289,Tokyo Denki University,Japan,https://www.dendai.ac.jp,Engineering; Informatics,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.dendai.ac.jp/logo.png
290,Kansai Gaidai University,Japan,https://www.kansaigaidai.ac.jp,Language; Global Studies,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kansaigaidai.ac.jp/logo.png
291,International Christian University,Japan,https://www.icu.ac.jp,Liberal Arts; International Studies,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.icu.ac.jp/logo.png
292,Aoyama Gakuin University,Japan,https://www.aoyama.ac.jp,Business; Law; Economics,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.aoyama.ac.jp/logo.png
293,Kansai Medical University,Japan,https://www.kmu.ac.jp,Medicine; Health Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kmu.ac.jp/logo.png
294,Seikei University,Japan,https://www.seikei.ac.jp,Social Sciences; Economics,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.seikei.ac.jp/logo.png
295,Showa Women’s University,Japan,https://www.showa-wu.ac.jp,Women’s Studies; Humanities,Bachelor's / Master’s,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.showa-wu.ac.jp/logo.png
296,Toyohashi University of Technology,Japan,https://www.tut.jp,Engineering; Information Sciences,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.tut.jp/logo.png
297,Tokyo University of Agriculture,Japan,https://www.alic.go.jp,Agriculture; Biosciences,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.alic.go.jp/logo.png
298,Kyoto Sangyo University,Japan,https://www.kyoto-su.ac.jp,Economics; Relations; Arts,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kyoto-su.ac.jp/logo.png
299,Tokyo University of Agriculture and Technology,Japan,https://www.tuat.ac.jp,Agriculture; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.tuat.ac.jp/logo.png
300,Kansai University of International Studies,Japan,https://www.kuis.ac.jp,International Studies; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kuis.ac.jp/logo.png
301,Hanyang University,South Korea,https://www.hanyang.ac.kr,Engineering; Business; Medicine,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.hanyang.ac.kr/logo.png
302,Kyung Hee University,South Korea,https://www.khu.ac.kr,International Relations; Medicine; Arts,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.khu.ac.kr/logo.png
303,Sejong University,South Korea,https://www.sejong.ac.kr,Film; Engineering; Business,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.sejong.ac.kr/logo.png
304,Ulsan National Institute of Science and Technology,South Korea,https://www.unist.ac.kr,Science; Technology; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.unist.ac.kr/logo.png
305,Pusan National University,South Korea,https://www.pusan.ac.kr,Engineering; Science; Business,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.pusan.ac.kr/logo.png
306,Chonbuk National University,South Korea,https://wwwjbnu.ac.kr,Agriculture; Pharmacy; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://wwwjbnu.ac.kr/logo.png
307,Gyeongsang National University,South Korea,https://www.gnu.ac.kr,Science; Business; Law,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.gnu.ac.kr/logo.png
308,Chungbuk National University,South Korea,https://www.chungbuk.ac.kr,Education; Engineering; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.chungbuk.ac.kr/logo.png
309,Dongguk University,South Korea,https://www.dongguk.edu,Buddhist Studies; Business; Humanities,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.dongguk.edu/logo.png
310,Dankook University,South Korea,https://www.dankook.ac.kr,Law; Engineering; Arts,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.dankook.ac.kr/logo.png
311,University of Seoul,South Korea,https://www.uos.ac.kr,Urban Studies; Business; Social Sciences,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.uos.ac.kr/logo.png
312,Hankuk University of Foreign Studies,South Korea,https://www.hufs.ac.kr,Languages; International Studies,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.hufs.ac.kr/logo.png
313,Konkuk University,South Korea,https://www.konkuk.ac.kr,Life Sciences; Business; Arts,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.konkuk.ac.kr/logo.png
314,Sogang University,South Korea,https://www.sogang.ac.kr,Humanities; Science; Business,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.sogang.ac.kr/logo.png
315,Ewha Womans University,South Korea,https://www.ewha.ac.kr,Women’s Studies; Engineering; Arts,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.ewha.ac.kr/logo.png
316,Inha University,South Korea,https://www.inha.ac.kr,Engineering; IT; Business,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.inha.ac.kr/logo.png
317,Gwangju Institute of Science and Technology,South Korea,https://www.gist.ac.kr,Science; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.gist.ac.kr/logo.png
318,Andong National University,South Korea,https://www.andong.ac.kr,Education; Humanities,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.andong.ac.kr/logo.png
319,Anyang University,South Korea,https://www.anyang.ac.kr,Social Sciences; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.anyang.ac.kr/logo.png
320,Cheongju National University of Education,South Korea,https://www.cjne.ac.kr,Teacher Education,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.cjne.ac.kr/logo.png
321,Changwon National University,South Korea,https://www.changwon.ac.kr,Engineering; Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.changwon.ac.kr/logo.png
322,Korea National Open University – KNOU,South Korea,https://www.knou.ac.kr,Open Education; Social Sciences,Bachelor's / Master's,N/A,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.knou.ac.kr/logo.png
323,Busan University of Foreign Studies,South Korea,https://www.bufs.ac.kr,Languages; Intl Studies,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.bufs.ac.kr/logo.png
324,Dong-A University,South Korea,https://www.donga.ac.kr,Humanities; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.donga.ac.kr/logo.png
325,Kosin University,South Korea,https://www.kosin.ac.kr,Theology; Healthcare,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.kosin.ac.kr/logo.png
326,Silla University,South Korea,https://www.silla.ac.kr,Tourism; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.silla.ac.kr/logo.png
327,Tongmyung University,South Korea,https://www.tongmyung.ac.kr,Engineering; Maritime,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.tongmyung.ac.kr/logo.png
328,Kyungsung University,South Korea,https://www.kyungsung.ac.kr,Business; Arts,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.kyungsung.ac.kr/logo.png
329,Pukyong National University,South Korea,https://www.pukyong.ac.kr,Marine Sciences; Engineering,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.pukyong.ac.kr/logo.png
330,Busan Presbyterian University,South Korea,https://www.bpu.ac.kr,Theology; Education,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.bpu.ac.kr/logo.png
331,Catholic University of Daegu,South Korea,https://www.cud.ac.kr,Health Sciences; Theology,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.cud.ac.kr/logo.png
332,Catholic Kwandong University,South Korea,https://www.cku.ac.kr,Theology; Social Sciences,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.cku.ac.kr/logo.png
333,Calvin University (Korea),South Korea,https://www.calvin.ac.kr,Theology; Liberal Arts,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.calvin.ac.kr/logo.png
334,Busan Women's College,South Korea,https://www.bwc.ac.kr,Arts; Education,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.bwc.ac.kr/logo.png
335,Sun Moon University,South Korea,https://www.sunmoon.ac.kr,Engineering; Humanities,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.sunmoon.ac.kr/logo.png
336,Hoseo University,South Korea,https://www.hoseo.ac.kr,Engineering; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.hoseo.ac.kr/logo.png
337,Soonchunhyang University,South Korea,https://www.scu.ac.kr,Medicine; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.scu.ac.kr/logo.png
338,Korea Maritime and Ocean University,South Korea,https://www.kmou.ac.kr,Marine Sciences; Maritime,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.kmou.ac.kr/logo.png
339,Cheongju University,South Korea,https://www.cju.ac.kr,Business; Design,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.cju.ac.kr/logo.png
340,Sungkyul University,South Korea,https://www.sungkyul.ac.kr,Humanities; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.sungkyul.ac.kr/logo.png
341,Cheongju University,South Korea,https://www.cju.ac.kr,Business; Design,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.cju.ac.kr/logo.png
342,Sungkyul University,South Korea,https://www.sungkyul.ac.kr,Humanities; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.sungkyul.ac.kr/logo.png
343,Daejeon University,South Korea,https://www.dju.ac.kr,Education; Social Sciences,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.dju.ac.kr/logo.png
344,Korea Polytechnic University,South Korea,https://www.kpu.ac.kr,Engineering; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.kpu.ac.kr/logo.png
345,Woosong University,South Korea,https://www.woosong.ac.kr,Hospitality; IT; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.woosong.ac.kr/logo.png
346,Kongju National University,South Korea,https://www.kongju.ac.kr,Education; Science; Humanities,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.kongju.ac.kr/logo.png
347,Yeungnam University,South Korea,https://www.yu.ac.kr,Engineering; Business; Medicine,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.yu.ac.kr/logo.png
348,Cheongju National University of Education,South Korea,https://www.cjne.ac.kr,Teacher Education,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.cjne.ac.kr/logo.png
349,Incheon National University,South Korea,https://www.inu.ac.kr,Engineering; Business; Social Sciences,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.inu.ac.kr/logo.png
350,Seokyeong University,South Korea,https://www.sku.ac.kr,Humanities; Social Sciences; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/kr.png,https://www.sku.ac.kr/logo.png
351,University of Amsterdam,Netherlands,https://www.uva.nl,Business; Psychology; AI; Law,Bachelor's / Master's / PhD,6.5+,1200+,https://flagpedia.net/data/flags/w580/nl.png,https://www.uva.nl/logo.png
352,Delft University of Technology,Netherlands,https://www.tudelft.nl,Engineering; Architecture; Robotics,Bachelor's / Master's / PhD,6.5+,1200+,https://flagpedia.net/data/flags/w580/nl.png,https://www.tudelft.nl/logo.png
353,Utrecht University,Netherlands,https://www.uu.nl,Life Sciences; Humanities; Law,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.uu.nl/logo.png
354,Leiden University,Netherlands,https://www.universiteitleiden.nl,International Relations; Law; Medicine,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.universiteitleiden.nl/logo.png
355,Erasmus University Rotterdam,Netherlands,https://www.eur.nl,Business; Economics; Health,Bachelor's / Master's / PhD,6.5+,1200+,https://flagpedia.net/data/flags/w580/nl.png,https://www.eur.nl/logo.png
356,Wageningen University & Research,Netherlands,https://www.wur.nl,Agriculture; Environmental Science; Food Tech,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.wur.nl/logo.png
357,University of Groningen,Netherlands,https://www.rug.nl,Economics; Engineering; Arts,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.rug.nl/logo.png
358,Vrije Universiteit Amsterdam,Netherlands,https://vu.nl,Business; Law; Social Sciences,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://vu.nl/logo.png
359,Radboud University,Netherlands,https://www.ru.nl,Medicine; Psychology; AI,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.ru.nl/logo.png
360,Maastricht University,Netherlands,https://www.maastrichtuniversity.nl,Medicine; Business; European Studies,Bachelor's / Master's / PhD,6.5+,1200+,https://flagpedia.net/data/flags/w580/nl.png,https://www.maastrichtuniversity.nl/logo.png
361,Eindhoven University of Technology,Netherlands,https://www.tue.nl,Engineering; Data Science; AI,Bachelor's / Master's / PhD,6.5+,1200+,https://flagpedia.net/data/flags/w580/nl.png,https://www.tue.nl/logo.png
362,Tilburg University,Netherlands,https://www.tilburguniversity.edu,Business; Economics; Law,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.tilburguniversity.edu/logo.png
363,University of Twente,Netherlands,https://www.utwente.nl,Engineering; IT; Business,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.utwente.nl/logo.png
364,Open University of the Netherlands,Netherlands,https://www.ou.nl,Distance Education; Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.ou.nl/logo.png
365,HAN University of Applied Sciences,Netherlands,https://www.han.nl,Engineering; Business; Health,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.han.nl/logo.png
366,Fontys University of Applied Sciences,Netherlands,https://www.fontys.nl,IT; Business; Media,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.fontys.nl/logo.png
367,Saxion University of Applied Sciences,Netherlands,https://www.saxion.edu,Hospitality; Engineering; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.saxion.edu/logo.png
368,HU University of Applied Sciences Utrecht,Netherlands,https://www.hu.nl,Education; Business; IT,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.hu.nl/logo.png
369,Rotterdam University of Applied Sciences,Netherlands,https://www.rotterdamuas.com,Logistics; Business; Health,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.rotterdamuas.com/logo.png
370,The Hague University of Applied Sciences,Netherlands,https://www.thehagueuniversity.com,International Relations; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.thehagueuniversity.com/logo.png
371,NHL Stenden University of Applied Sciences,Netherlands,https://www.nhlstenden.com,Hospitality; Tourism; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.nhlstenden.com/logo.png
372,Avans University of Applied Sciences,Netherlands,https://www.avans.nl,Engineering; Environmental Studies,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.avans.nl/logo.png
373,Zuyd University of Applied Sciences,Netherlands,https://www.zuyd.nl,European Studies; Music; Business,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.zuyd.nl/logo.png
374,Amsterdam University of the Arts,Netherlands,https://www.ahk.nl,Performing Arts; Film,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.ahk.nl/logo.png
375,ArtEZ University of the Arts,Netherlands,https://www.artez.nl,Fine Arts; Fashion; Music,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.artez.nl/logo.png
376,Gerrit Rietveld Academie,Netherlands,https://www.rietveldacademie.nl,Fine Arts; Design,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.rietveldacademie.nl/logo.png
377,Codarts University of the Arts,Netherlands,https://www.codarts.nl,Dance; Music; Circus Arts,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.codarts.nl/logo.png
378,Breda University of Applied Sciences,Netherlands,https://www.buas.nl,Game Design; Tourism; Logistics,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.buas.nl/logo.png
379,HAS University of Applied Sciences,Netherlands,https://www.has.nl,Agriculture; Food Innovation,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.has.nl/logo.png
380,Windesheim University of Applied Sciences,Netherlands,https://www.windesheim.nl,Business; IT; Education,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.windesheim.nl/logo.png
381,Van Hall Larenstein University,Netherlands,https://www.vhluas.com,Environmental Science; Animal Sciences,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.vhluas.com/logo.png
382,HKU University of the Arts Utrecht,Netherlands,https://www.hku.nl,Creative Media; Design,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.hku.nl/logo.png
383,Nyenrode Business University,Netherlands,https://www.nyenrode.nl,MBA; Business; Leadership,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.nyenrode.nl/logo.png
384,Hotelschool The Hague,Netherlands,https://www.hotelschool.nl,Hospitality Management,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.hotelschool.nl/logo.png
385,Wittenborg University of Applied Sciences,Netherlands,https://www.wittenborg.eu,International Business; MBA,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.wittenborg.eu/logo.png
386,Webster University Leiden,Netherlands,https://www.webster.nl,Business; International Relations,Bachelor's / Master's,6.0+,1100+,https://flagpedia.net/data/flags/w580/nl.png,https://www.webster.nl/logo.png
387,Aeres University of Applied Sciences,Netherlands,https://www.aeresuas.com,Agriculture; Sustainability,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.aeresuas.com/logo.png
388,Tio University of Applied Sciences,Netherlands,https://www.tio.nl,Tourism; Event Management,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.tio.nl/logo.png
389,Business School Netherlands,Netherlands,https://www.bsn.eu,MBA; Management,Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.bsn.eu/logo.png
390,Protestant Theological University,Netherlands,https://www.pthu.nl,Theology; Religious Studies,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.pthu.nl/logo.png
391,Kampen Theological University,Netherlands,https://www.gkv.nl,Theology,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.gkv.nl/logo.png
392,"Royal Academy of Art, The Hague",Netherlands,https://www.kabk.nl,Fine Arts; Graphic Design,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.kabk.nl/logo.png
393,University College Roosevelt,Netherlands,https://www.ucr.nl,Liberal Arts,Bachelor's,6.5+,1200+,https://flagpedia.net/data/flags/w580/nl.png,https://www.ucr.nl/logo.png
394,University College Groningen,Netherlands,https://www.rug.nl/ucg,Liberal Arts & Sciences,Bachelor's,6.5+,1200+,https://flagpedia.net/data/flags/w580/nl.png,https://www.rug.nl/logo.png
395,University College Maastricht,Netherlands,https://www.maastrichtuniversity.nl/ucm,Liberal Arts,Bachelor's,6.5+,1200+,https://flagpedia.net/data/flags/w580/nl.png,https://www.maastrichtuniversity.nl/logo.png
396,International Institute of Social Studies,Netherlands,https://www.iss.nl,Development Studies,Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.iss.nl/logo.png
397,EuroPort Business School,Netherlands,https://www.europortbs.nl,International Business,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.europortbs.nl/logo.png
398,Driestar Educatief,Netherlands,https://www.driestar.nl,Teacher Education,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.driestar.nl/logo.png
399,Thomas More University of Applied Sciences (NL),Netherlands,https://www.thomasmore.nl,Education; Social Work,Bachelor's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.thomasmore.nl/logo.png
400,Amsterdam School of the Arts,Netherlands,https://www.ahk.nl,Arts; Theatre; Film,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/nl.png,https://www.ahk.nl/logo.png
401,Sorbonne University,France,https://www.sorbonne-universite.fr,Arts; Humanities; Science; Medicine,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.sorbonne-universite.fr/logo.png
402,Université PSL,France,https://www.psl.eu,Physics; Engineering; Economics,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.psl.eu/logo.png
403,École Polytechnique,France,https://www.polytechnique.edu,Engineering; Mathematics; Physics,Bachelor's / Master's / PhD,6.5+,1300+,https://flagpedia.net/data/flags/w580/fr.png,https://www.polytechnique.edu/logo.png
404,Université Paris-Saclay,France,https://www.universite-paris-saclay.fr,Science; Engineering; Medicine,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.universite-paris-saclay.fr/logo.png
405,HEC Paris,France,https://www.hec.edu,Business; MBA; Finance,Bachelor's / Master's / PhD,7.0+,1350+,https://flagpedia.net/data/flags/w580/fr.png,https://www.hec.edu/logo.png
406,ESSEC Business School,France,https://www.essec.edu,Business; Management; Finance,Bachelor's / Master's,6.5+,1250+,https://flagpedia.net/data/flags/w580/fr.png,https://www.essec.edu/logo.png
407,ESCP Business School,France,https://www.escp.eu,Management; MBA; Marketing,Bachelor's / Master's,6.5+,1250+,https://flagpedia.net/data/flags/w580/fr.png,https://www.escp.eu/logo.png
408,Grenoble Alpes University,France,https://www.univ-grenoble-alpes.fr,Engineering; Science; Business,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.univ-grenoble-alpes.fr/logo.png
409,Université de Lyon,France,https://www.universite-lyon.fr,Science; Humanities; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.universite-lyon.fr/logo.png
410,Université de Bordeaux,France,https://www.u-bordeaux.fr,Health; Law; Economics,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.u-bordeaux.fr/logo.png
411,Université de Montpellier,France,https://www.umontpellier.fr,Medicine; Science; Agriculture,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.umontpellier.fr/logo.png
412,Aix-Marseille University,France,https://www.univ-amu.fr,Law; Science; Arts,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.univ-amu.fr/logo.png
413,Sciences Po,France,https://www.sciencespo.fr,Political Science; International Relations,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.sciencespo.fr/logo.png
414,CentraleSupélec,France,https://www.centralesupelec.fr,Engineering; Data Science,Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.centralesupelec.fr/logo.png
415,INSA Lyon,France,https://www.insa-lyon.fr,Engineering; IT; Mechanical,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.insa-lyon.fr/logo.png
416,SKEMA Business School,France,https://www.skema.edu,Business; Finance; Marketing,Bachelor's / Master's,6.5+,1200+,https://flagpedia.net/data/flags/w580/fr.png,https://www.skema.edu/logo.png
417,Audencia Business School,France,https://www.audencia.com,Business; Management,Bachelor's / Master's,6.5+,1200+,https://flagpedia.net/data/flags/w580/fr.png,https://www.audencia.com/logo.png
418,EM Lyon Business School,France,https://www.em-lyon.com,MBA; Entrepreneurship,Bachelor's / Master's,6.5+,1250+,https://flagpedia.net/data/flags/w580/fr.png,https://www.em-lyon.com/logo.png
419,KEDGE Business School,France,https://kedge.edu,Business; Wine Management,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://kedge.edu/logo.png
420,NEOMA Business School,France,https://neoma-bs.com,Finance; Marketing; Business,Bachelor's / Master's,6.5+,1200+,https://flagpedia.net/data/flags/w580/fr.png,https://neoma-bs.com/logo.png
421,IMT Atlantique,France,https://www.imt-atlantique.fr,Engineering; Digital Technology,Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.imt-atlantique.fr/logo.png
422,Université de Lille,France,https://www.univ-lille.fr,Health; Engineering; Humanities,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.univ-lille.fr/logo.png
423,University of Strasbourg,France,https://www.unistra.fr,Science; Law; Medicine,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/fr.png,https://www.unistra.fr/logo.png
